1,2779,0.06743619590997696,0.9959829449653625,nan,nan,0.06743619590997696,0.9959829449653625,nan,nan
2,5558,0.019622014835476875,0.9984617233276367,nan,nan,0.019622014835476875,0.9984617233276367,nan,nan
3,8337,0.013019886799156666,0.9988365173339844,nan,nan,0.013019886799156666,0.9988365173339844,nan,nan
4,11116,0.010320677421987057,0.9990292191505432,nan,nan,0.010320677421987057,0.9990292191505432,nan,nan
5,13895,0.008584807626903057,0.9991590976715088,nan,nan,0.008584807626903057,0.9991590976715088,nan,nan
6,16674,0.008064712397754192,0.9991980791091919,nan,nan,0.008064712397754192,0.9991980791091919,nan,nan
7,19453,0.007608622312545776,0.9992355704307556,nan,nan,0.007608622312545776,0.9992355704307556,nan,nan
8,22232,0.006592070683836937,0.9993115663528442,nan,nan,0.006592070683836937,0.9993115663528442,nan,nan
9,25011,0.006262283306568861,0.9993416666984558,nan,nan,0.006262283306568861,0.9993416666984558,nan,nan
10,27790,0.005992659367620945,0.9993603229522705,nan,nan,0.005992659367620945,0.9993603229522705,nan,nan
11,30569,0.005403820890933275,0.9994062185287476,nan,nan,0.005403820890933275,0.9994062185287476,nan,nan
12,33348,0.005703600589185953,0.9993894100189209,nan,nan,0.005703600589185953,0.9993894100189209,nan,nan
13,36127,0.004963361658155918,0.9994503855705261,nan,nan,0.004963361658155918,0.9994503855705261,nan,nan
14,38906,0.005096524953842163,0.9994385242462158,nan,nan,0.005096524953842163,0.9994385242462158,nan,nan
15,41685,0.005437181796878576,0.9994022846221924,nan,nan,0.005437181796878576,0.9994022846221924,nan,nan
16,44464,0.004454109817743301,0.9994939565658569,nan,nan,0.004454109817743301,0.9994939565658569,nan,nan
17,47243,0.004724990110844374,0.999472439289093,nan,nan,0.004724990110844374,0.999472439289093,nan,nan
18,50022,0.004379661288112402,0.9995008111000061,nan,nan,0.004379661288112402,0.9995008111000061,nan,nan
19,52801,0.004613973665982485,0.9994878172874451,nan,nan,0.004613973665982485,0.9994878172874451,nan,nan
20,55580,0.003915667533874512,0.9995449185371399,nan,nan,0.003915667533874512,0.9995449185371399,nan,nan
21,58359,0.00416261563077569,0.9995297193527222,nan,nan,0.00416261563077569,0.9995297193527222,nan,nan
22,61138,0.003725822316482663,0.9995689988136292,nan,nan,0.003725822316482663,0.9995689988136292,nan,nan
23,63917,0.003739339066669345,0.9995708465576172,nan,nan,0.003739339066669345,0.9995708465576172,nan,nan
24,66696,0.003927268087863922,0.9995554685592651,nan,nan,0.003927268087863922,0.9995554685592651,nan,nan
25,69475,0.0034731589257717133,0.9995912909507751,nan,nan,0.0034731589257717133,0.9995912909507751,nan,nan
26,72254,0.0035934739280492067,0.9995810389518738,nan,nan,0.0035934739280492067,0.9995810389518738,nan,nan
27,75033,0.0033389644231647253,0.9996097683906555,nan,nan,0.0033389644231647253,0.9996097683906555,nan,nan
28,77812,0.003608430502936244,0.9995869994163513,nan,nan,0.003608430502936244,0.9995869994163513,nan,nan
29,80591,0.003134462982416153,0.9996305108070374,nan,nan,0.003134462982416153,0.9996305108070374,nan,nan
30,83370,0.003180089872330427,0.9996273517608643,nan,nan,0.003180089872330427,0.9996273517608643,nan,nan
31,86149,0.0031852677930146456,0.9996260404586792,nan,nan,0.0031852677930146456,0.9996260404586792,nan,nan
32,88928,0.00306873326189816,0.9996389150619507,nan,nan,0.00306873326189816,0.9996389150619507,nan,nan
33,91707,0.0030039611738175154,0.9996479153633118,nan,nan,0.0030039611738175154,0.9996479153633118,nan,nan
34,94486,0.0029972963966429234,0.9996477961540222,nan,nan,0.0029972963966429234,0.9996477961540222,nan,nan
35,97265,0.0029527698643505573,0.9996529221534729,nan,nan,0.0029527698643505573,0.9996529221534729,nan,nan
36,100044,0.0027984315529465675,0.9996702075004578,nan,nan,0.0027984315529465675,0.9996702075004578,nan,nan
37,102823,0.0034306813031435013,0.9996027946472168,nan,nan,0.0034306813031435013,0.9996027946472168,nan,nan
38,105602,0.0026125842705368996,0.9996874332427979,nan,nan,0.0026125842705368996,0.9996874332427979,nan,nan
39,108381,0.002697557443752885,0.9996817111968994,nan,nan,0.002697557443752885,0.9996817111968994,nan,nan
40,111160,0.002690610010176897,0.9996832013130188,nan,nan,0.002690610010176897,0.9996832013130188,nan,nan
41,113939,0.0026488741859793663,0.9996868968009949,nan,nan,0.0026488741859793663,0.9996868968009949,nan,nan
42,116718,0.0026145284064114094,0.9996922612190247,nan,nan,0.0026145284064114094,0.9996922612190247,nan,nan
